project_id,state,district,work_category,project_description,sanctioned_amount_inr,implementing_agency,sanction_date,expected_completion_date,actual_completion_date,fraud_label,fraud_type
MPLAD-A9485B,Maharashtra,Nashik,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Nashik Zone 14,1575172.12,Contractor_38,2025-12-06,2026-03-10,2026-03-04,0,None
MPLAD-535AA4,Rajasthan,Jaipur,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Jaipur Gram Panchayat 6,477739.57,Contractor_17,2025-11-15,2026-04-24,2026-04-21,0,None
MPLAD-DB5FD3,Assam,Guwahati,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Guwahati Block 33",326411.96,Contractor_39,2025-03-15,2025-06-22,2025-06-15,0,None
MPLAD-26008D,Karnataka,Mysuru,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Mysuru Block 8,1467874.59,Contractor_35,2025-03-20,2025-08-05,2025-08-09,0,None
MPLAD-904245,Bihar,Muzaffarpur,Solar Street Light,Fitting 15 solar powered street lamps in Muzaffarpur Ward 18,78679.58,Contractor_1,2025-07-28,2026-01-15,2026-01-10,0,None
MPLAD-A17490,Rajasthan,Jaipur,Solar Street Light,Fitting 30 solar powered street lamps in Jaipur Gram Panchayat 7,72543.12,Contractor_34,2025-04-24,2025-08-07,2025-08-15,0,None
MPLAD-1CFC92,Assam,Dibrugarh,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Dibrugarh Gram Panchayat 12,520045.55,Contractor_23,2025-05-25,2025-11-08,2025-10-25,0,None
MPLAD-14ED09,Jammu And Kashmir,Jammu,Road Repair,Bituminous macadam road repair and pothole filling in Jammu Ward 9,810334.34,Contractor_10,2025-07-26,2025-11-09,2025-11-15,0,None
MPLAD-3712CF,Maharashtra,Mumbai Suburban,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Mumbai Suburban Gram Panchayat 12,304053.65,Contractor_29,2025-05-17,2025-11-13,2025-11-19,0,None
MPLAD-146F1D,Tamil Nadu,Madurai,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Madurai Sector 20,529846.89,Contractor_27,2025-09-15,2026-02-06,2026-02-13,0,None
MPLAD-008D99,Bihar,Patna,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Patna Sector 6,534524.56,Contractor_48,2025-11-21,2026-03-21,,0,None
MPLAD-9C276F,Maharashtra,Aurangabad,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Aurangabad Gram Panchayat 33,505415.98,Contractor_44,2025-09-10,2026-03-05,2026-03-13,0,None
MPLAD-57D390,Maharashtra,Nashik,Road Repair,Bituminous macadam road repair and pothole filling in Nashik Block 16,839576.39,Contractor_48,2025-07-27,2025-10-25,2025-11-01,0,None
MPLAD-79E362,Jammu And Kashmir,Srinagar,Road Repair,Bituminous macadam road repair and pothole filling in Srinagar Ward 5,2900969.23,Contractor_24,2025-01-22,2025-07-17,,1,Cost Inflation
MPLAD-7829DE,Rajasthan,Jodhpur,Community Hall,Development and construction of public community center in Jodhpur Ward 35,1505473.79,Contractor_50,2025-01-27,2025-06-14,2025-06-02,0,None
MPLAD-35A224,Tamil Nadu,Madurai,Solar Street Light,Electrification via 25 solar street lights across Madurai Ward 20,70801.29,Contractor_42,2025-09-05,2025-12-31,2026-01-05,0,None
MPLAD-6E0EDA,Jammu And Kashmir,Jammu,Road Repair,Bituminous macadam road repair and pothole filling in Jammu Block 20,865145.48,Contractor_23,2025-01-19,2025-06-20,2025-06-05,0,None
MPLAD-CF6243,Rajasthan,Jodhpur,Solar Street Light,Supply and erection of 10 LED solar street lights at Jodhpur Zone 33,65103.09,Contractor_10,2025-04-06,2025-07-06,2025-07-06,0,None
MPLAD-0881C0,Maharashtra,Nagpur,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Nagpur Block 24,277430.56,Contractor_28,2025-09-07,2026-02-28,2026-02-28,0,None
MPLAD-85D578,Bihar,Aurangabad_BR,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Aurangabad_BR Gram Panchayat 1,1514570.95,Contractor_23,2025-05-18,2025-11-08,2025-10-29,0,None
MPLAD-600E29,Maharashtra,Nagpur,Community Hall,Construction of community hall in Nagpur Ward 31,1344266.26,Contractor_43,2025-05-26,2025-10-13,2025-10-08,0,None
MPLAD-BB49EE,Assam,Dibrugarh,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Dibrugarh Gram Panchayat 9,461879.23,Contractor_8,2025-09-08,2026-03-04,2026-02-27,0,None
MPLAD-3B1516,Uttar Pradesh,Kanpur,Solar Street Light,Supply and erection of 10 LED solar street lights at Kanpur Block 28,80854.26,Contractor_39,2025-03-06,2025-08-07,2025-08-13,0,None
MPLAD-836631,Tamil Nadu,Trichy,Solar Street Light,Electrification via 15 solar street lights across Trichy Zone 12,73686.57,Contractor_16,2025-05-29,2025-09-06,2025-08-29,0,None
MPLAD-6C51DD,West Bengal,Darjeeling,Drinking Water Plant,Boring and installation of RO drinking water plant in Darjeeling Zone 12,526672.76,Contractor_13,2025-05-15,2025-09-07,2025-09-17,0,None
MPLAD-7E599F,West Bengal,Kolkata,Road Repair,Asphalt resurfacing and repair of main road in Kolkata Gram Panchayat 2,825781.58,Contractor_40,2025-03-18,2025-07-02,2025-06-25,0,None
MPLAD-FB6153,Rajasthan,Jodhpur,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Jodhpur Block 28,1336374.17,Contractor_31,2025-01-27,2025-07-03,2025-07-08,0,None
MPLAD-F2AEE2,Maharashtra,Palghar,Solar Street Light,Fitting 40 solar powered street lamps in Palghar Gram Panchayat 16,75197.27,Contractor_21,2025-11-26,2026-03-10,2026-03-03,0,None
MPLAD-F6DECE,Maharashtra,Mumbai Suburban,Solar Street Light,Electrification via 10 solar street lights across Mumbai Suburban Gram Panchayat 12,68635.03,Contractor_17,2025-01-01,2025-04-28,2025-04-21,0,None
MPLAD-8D272C,Bihar,Patna,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Patna Block 24",291814.87,Contractor_48,2025-06-05,2025-11-27,2025-11-29,0,None
MPLAD-59B494,West Bengal,Howrah,Road Repair,Repair of internal road in Howrah Zone 8,805772.41,Contractor_3,2025-07-10,2025-11-03,2025-10-21,0,None
MPLAD-480A89,West Bengal,Tamluk,Road Repair,Repair of internal road in Tamluk Zone 22,893666.04,Contractor_20,2025-12-02,2026-05-31,2026-05-19,0,None
MPLAD-200428,Assam,Silchar,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Silchar Block 23,329378.68,Contractor_24,2025-04-14,2025-08-01,2025-07-23,0,None
MPLAD-6072FB,Rajasthan,Jaipur,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Jaipur Zone 18,307791.88,Contractor_45,2025-03-02,2025-07-31,2025-08-01,0,None
MPLAD-FF86AF,Maharashtra,Nashik,Community Hall,Building multipurpose cultural community hall in Nashik Ward 29,1415862.54,Contractor_49,2025-10-17,2026-03-06,2026-03-08,0,None
MPLAD-B3E277,Rajasthan,Udaipur,Road Repair,Asphalt resurfacing and repair of main road in Udaipur Ward 1,3716308.71,Contractor_33,2025-07-19,2025-11-20,2025-11-05,1,Cost Inflation
MPLAD-8D9A12,Tamil Nadu,Madurai,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Madurai Ward 15,300229.07,Contractor_3,2025-09-26,2026-01-22,2026-01-15,0,None
MPLAD-7141AA,Uttar Pradesh,Kanpur,Road Repair,Repair of internal road in Kanpur Ward 14,747643.35,Contractor_35,2025-01-21,2025-05-08,2025-05-18,0,None
MPLAD-998C2F,Karnataka,Mysuru,Solar Street Light,Electrification via 20 solar street lights across Mysuru Ward 27,65028.0,Contractor_40,2025-06-27,2025-11-17,,1,Delayed Completion
MPLAD-A11043,Maharashtra,Mumbai Suburban,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Mumbai Suburban Sector 35,482463.51,Contractor_43,2025-01-30,2025-05-28,2025-05-21,0,None
MPLAD-783945,Rajasthan,Udaipur,Road Repair,Bituminous macadam road repair and pothole filling in Udaipur Ward 29,721288.55,Contractor_15,2025-12-19,2026-04-20,,0,None
MPLAD-4437E5,Rajasthan,Jaipur,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Jaipur Ward 31,476879.35,Contractor_6,2025-10-25,2026-03-21,2026-03-29,0,None
MPLAD-7AD177,Uttar Pradesh,Varanasi,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Varanasi Block 2",280890.81,Contractor_20,2025-04-05,2025-09-14,2025-09-22,0,None
MPLAD-96DF7C,West Bengal,Kolkata,Community Hall,Renovation and expansion of community hall in Kolkata Gram Panchayat 7,1654101.22,Contractor_47,2025-07-21,2025-11-06,2025-10-29,0,None
MPLAD-B7AA94,Bihar,Aurangabad_BR,Road Repair,Repair of internal road in Aurangabad_BR Ward 6,727458.26,Contractor_18,2025-01-07,2025-05-26,2025-05-11,0,None
MPLAD-751423,Maharashtra,Thane,Community Hall,Construction of community hall in Thane Ward 31,1675439.36,Contractor_49,2025-11-04,2026-02-15,2026-02-10,0,None
MPLAD-546B7C,Tamil Nadu,Madurai,Road Repair,Bituminous macadam road repair and pothole filling in Madurai Block 35,878478.06,Contractor_8,2025-03-25,2025-08-23,2025-08-09,0,None
MPLAD-FC580C,Assam,Dibrugarh,Solar Street Light,Supply and erection of 10 LED solar street lights at Dibrugarh Ward 2,81498.5,Contractor_15,2025-02-22,2025-06-05,2025-06-03,0,None
MPLAD-5EBA87,Tamil Nadu,Coimbatore,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Coimbatore Ward 8,293122.98,Contractor_15,2025-06-30,2025-12-24,2025-12-31,0,None
MPLAD-D49D53,Karnataka,Bengaluru Urban,Solar Street Light,Installation of 10 solar street lights in Bengaluru Urban Zone 10,84129.33,Contractor_12,2025-05-25,2025-11-09,2025-11-05,0,None
MPLAD-0CFE0F,Uttar Pradesh,Agra,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Agra Block 23,301828.84,Contractor_7,2025-11-04,2026-02-21,,0,None
MPLAD-6F8271,Karnataka,Mysuru,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Mysuru Ward 25,541623.44,Contractor_29,2025-12-05,2026-03-14,2026-03-03,0,None
MPLAD-04B81D,Rajasthan,Udaipur,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Udaipur Gram Panchayat 23",318878.99,Contractor_21,2025-02-27,2025-07-02,2025-06-27,0,None
MPLAD-BC69C6,Rajasthan,Udaipur,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Udaipur Gram Panchayat 32",295429.92,Contractor_35,2025-12-22,2026-06-11,2026-06-21,0,None
MPLAD-5F9233,West Bengal,Darjeeling,Road Repair,Bituminous macadam road repair and pothole filling in Darjeeling Ward 6,798520.28,Contractor_16,2025-10-02,2026-01-10,2026-01-08,0,None
MPLAD-BF6ED1,Karnataka,Belagavi,Drinking Water Plant,Boring and installation of RO drinking water plant in Belagavi Block 24,450286.61,Contractor_50,2025-01-09,2025-06-08,,0,None
MPLAD-319FC4,Assam,Dibrugarh,Community Hall,Construction of community hall in Dibrugarh Ward 8,1417878.92,Contractor_45,2025-03-15,2025-07-14,2025-07-06,0,None
MPLAD-B97D20,Rajasthan,Jodhpur,Community Hall,Building multipurpose cultural community hall in Jodhpur Gram Panchayat 11,1450984.31,Contractor_2,2025-01-14,2025-04-20,2025-04-26,0,None
MPLAD-7B7EA8,West Bengal,Kolkata,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Kolkata Ward 31,1446097.69,Contractor_48,2025-02-10,2025-05-12,2025-05-10,0,None
MPLAD-0AA282,Tamil Nadu,Trichy,Community Hall,Construction of community hall in Trichy Sector 10,1599242.85,Contractor_4,2025-12-24,2026-05-15,2026-05-14,0,None
MPLAD-28D60F,Assam,Guwahati,Solar Street Light,Setup of 30 high-mast solar illumination units in Guwahati Block 33,77083.47,Contractor_20,2025-03-30,2025-06-29,2025-06-27,0,None
MPLAD-1BDADB,Tamil Nadu,Chennai,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Chennai Zone 4,1469468.1,Contractor_15,2025-03-22,2025-08-25,2025-08-14,0,None
MPLAD-01F6E1,Bihar,Aurangabad_BR,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Aurangabad_BR Gram Panchayat 11,281021.63,Contractor_4,2025-10-14,2026-03-14,2026-03-19,0,None
MPLAD-D60B45,Tamil Nadu,Chennai,Drinking Water Plant,Installation of clean drinking water filtration unit in Chennai Ward 19,514664.72,Contractor_11,2025-04-10,2025-07-22,2025-07-26,0,None
MPLAD-5901D2,Maharashtra,Palghar,Road Repair,Repair of internal road in Palghar Block 6,3759051.72,Contractor_37,2025-04-19,2025-08-11,2025-08-16,1,Cost Inflation
MPLAD-6F70F0,Maharashtra,Thane,Road Repair,Repair of internal road in Thane Block 26,708974.91,Contractor_33,2025-09-05,2026-01-13,2026-01-07,0,None
MPLAD-4873E0,Karnataka,Bengaluru Urban,Community Hall,Renovation and expansion of community hall in Bengaluru Urban Zone 7,1425788.98,Contractor_33,2025-07-20,2026-01-15,2026-01-10,0,None
MPLAD-8BB20B,Jammu And Kashmir,Jammu,Community Hall,Renovation and expansion of community hall in Jammu Sector 15,1309474.12,Contractor_14,2025-07-15,2025-10-17,2025-10-06,0,None
MPLAD-CA7F85,Assam,Silchar,Community Hall,Development and construction of public community center in Silchar Ward 22,1607530.29,Contractor_19,2025-03-24,2025-09-07,2025-09-16,0,None
MPLAD-FC087A,Maharashtra,Aurangabad,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Aurangabad Ward 32,512347.08,Contractor_7,2025-08-09,2025-12-07,2025-12-11,0,None
MPLAD-ADC2DF,Assam,Guwahati,Solar Street Light,Supply and erection of 20 LED solar street lights at Guwahati Ward 5,67852.45,Contractor_18,2025-06-08,2025-11-08,2025-11-03,0,None
MPLAD-91DBCF,Bihar,Gaya,Road Repair,Paver block fixing and road repair work in Gaya Gram Panchayat 9,772665.65,Contractor_8,2025-02-15,2025-08-14,2025-08-07,0,None
MPLAD-3D60E0,Tamil Nadu,Trichy,Road Repair,Asphalt resurfacing and repair of main road in Trichy Block 33,797651.8,Contractor_40,2025-07-06,2025-11-25,,0,None
MPLAD-AA27F5,Rajasthan,Udaipur,Drinking Water Plant,Boring and installation of RO drinking water plant in Udaipur Sector 16,487368.31,Contractor_45,2025-12-16,2026-05-12,2026-05-18,0,None
MPLAD-07B2A4,Tamil Nadu,Trichy,Road Repair,Asphalt resurfacing and repair of main road in Trichy Gram Panchayat 6,701588.59,Contractor_23,2025-02-23,2025-06-13,2025-05-31,0,None
MPLAD-1F1D78,Jammu And Kashmir,Srinagar,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Srinagar Gram Panchayat 13,298109.32,Contractor_26,2025-10-01,2026-01-09,2025-12-28,0,None
MPLAD-148EC2,Jammu And Kashmir,Srinagar,Drinking Water Plant,Installation of clean drinking water filtration unit in Srinagar Sector 35,456447.15,Contractor_10,2025-06-25,2025-12-21,2025-12-09,0,None
MPLAD-D1BCE4,Karnataka,Belagavi,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Belagavi Block 28,278730.83,Contractor_31,2025-04-20,2025-08-29,2025-10-31,1,Delayed Completion
MPLAD-2F0C11,Rajasthan,Jodhpur,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Jodhpur Block 26,1321631.01,Contractor_6,2025-01-12,2025-05-14,2025-05-01,0,None
MPLAD-8BF2E3,Rajasthan,Udaipur,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Udaipur Sector 6,537377.59,Contractor_28,2025-08-20,2025-12-15,2025-12-08,0,None
MPLAD-DC8648,Uttar Pradesh,Varanasi,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Varanasi Zone 11,546336.58,Contractor_45,2025-06-02,2025-10-14,,0,None
MPLAD-E95350,Rajasthan,Jaipur,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Jaipur Zone 10",291281.54,Contractor_21,2025-12-21,2026-05-31,2026-06-04,0,None
MPLAD-8AEEE4,Uttar Pradesh,Agra,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Agra Zone 1,451418.68,Contractor_29,2025-08-23,2025-12-31,2026-01-06,0,None
MPLAD-2D9FB8,Bihar,Patna,Community Hall,Renovation and expansion of community hall in Patna Zone 11,1553717.22,Contractor_39,2025-11-24,2026-03-21,2026-03-12,0,None
MPLAD-1BE831,West Bengal,Kolkata,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Kolkata Zone 8,282968.24,Contractor_45,2025-04-18,2025-09-02,2025-08-18,0,None
MPLAD-9A1848,Rajasthan,Jodhpur,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Jodhpur Block 8,1216653.84,Contractor_12,2025-08-22,2026-01-04,2026-01-06,1,Cost Inflation
MPLAD-F3E994,Assam,Silchar,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Silchar Gram Panchayat 19,295703.02,Contractor_45,2025-04-01,2025-07-20,2025-07-17,0,None
MPLAD-D90D21,Bihar,Patna,Road Repair,Paver block fixing and road repair work in Patna Gram Panchayat 35,887580.31,Contractor_7,2025-02-20,2025-06-01,2025-06-05,0,None
MPLAD-4880B1,Tamil Nadu,Trichy,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Trichy Sector 13,300201.69,Contractor_31,2025-01-17,2025-05-14,2025-05-13,0,None
MPLAD-B06B3E,Rajasthan,Udaipur,Solar Street Light,Installation of 20 solar street lights in Udaipur Ward 33,72012.27,Contractor_19,2025-08-26,2026-02-22,2026-02-19,0,None
MPLAD-D98F87,Tamil Nadu,Trichy,Drinking Water Plant,Boring and installation of RO drinking water plant in Trichy Sector 10,537960.72,Contractor_24,2025-05-16,2025-09-14,,1,Delayed Completion
MPLAD-45AF92,Karnataka,Mysuru,Road Repair,Paver block fixing and road repair work in Mysuru Zone 26,864006.88,Contractor_13,2025-11-04,2026-02-23,,0,None
MPLAD-AD5CE9,Rajasthan,Jaipur,Road Repair,Asphalt resurfacing and repair of main road in Jaipur Block 34,828886.87,Contractor_11,2025-01-27,2025-07-17,2025-07-25,0,None
MPLAD-2271DD,Uttar Pradesh,Lucknow,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Lucknow Zone 11,283858.17,Contractor_21,2025-12-30,2026-06-18,2026-06-15,0,None
MPLAD-0DE2E0,Rajasthan,Jaipur,Community Hall,Construction of community hall in Jaipur Zone 6,1337301.77,Contractor_37,2025-01-14,2025-07-03,2025-06-22,0,None
MPLAD-B7C76B,Jammu And Kashmir,Jammu,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Jammu Ward 20",271517.39,Contractor_13,2025-03-08,2025-08-25,2025-08-15,0,None
MPLAD-063A84,Tamil Nadu,Chennai,Road Repair,Repair of internal road in Chennai Zone 7,868091.36,Contractor_8,2025-07-13,2025-11-15,2025-11-04,0,None
MPLAD-EF71D1,Bihar,Gaya,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Gaya Gram Panchayat 24,325631.94,Contractor_14,2025-03-04,2025-07-08,2025-06-28,0,None
MPLAD-64F740,Rajasthan,Jaipur,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Jaipur Gram Panchayat 25,276040.3,Contractor_21,2025-01-12,2025-06-13,,0,None
MPLAD-8F42BC,Tamil Nadu,Chennai,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Chennai Sector 8,318512.94,Contractor_22,2025-04-03,2025-07-24,2025-07-29,0,None
MPLAD-2C1176,Assam,Guwahati,Drinking Water Plant,Boring and installation of RO drinking water plant in Guwahati Zone 2,498391.1,Contractor_35,2025-11-11,2026-03-01,2026-02-22,0,None
MPLAD-F1262F,West Bengal,Howrah,Solar Street Light,Installation of 20 solar street lights in Howrah Ward 15,75359.9,Contractor_6,2025-03-20,2025-07-02,,0,None
MPLAD-1F8256,West Bengal,Kolkata,Community Hall,Development and construction of public community center in Kolkata Gram Panchayat 28,1407036.21,Contractor_33,2025-09-04,2026-01-16,2026-01-21,0,None
MPLAD-355ADA,Uttar Pradesh,Varanasi,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Varanasi Sector 20,325340.89,Contractor_11,2025-05-09,2025-11-02,2025-11-09,0,None
MPLAD-66C783,Rajasthan,Jodhpur,Community Hall,Development and construction of public community center in Jodhpur Sector 25,6455934.64,Contractor_28,2025-09-07,2026-01-29,2026-01-22,1,Cost Inflation
MPLAD-342992,Bihar,Aurangabad_BR,Community Hall,Building multipurpose cultural community hall in Aurangabad_BR Zone 27,1526856.81,Contractor_19,2025-07-11,2025-10-30,,0,None
MPLAD-68C1A1,Assam,Dibrugarh,Road Repair,Concreting and repair of internal village road at Dibrugarh Ward 23,865337.28,Contractor_16,2025-11-27,2026-04-16,2026-04-06,0,None
MPLAD-31FA28,Karnataka,Bengaluru Urban,Solar Street Light,Installation of 40 solar street lights in Bengaluru Urban Block 14,69303.68,Contractor_30,2025-07-10,2025-11-17,2025-11-12,0,None
MPLAD-EB2B42,Assam,Guwahati,Road Repair,Bituminous macadam road repair and pothole filling in Guwahati Sector 18,859047.88,Contractor_46,2025-04-30,2025-09-16,2025-09-07,0,None
MPLAD-5F4079,Bihar,Aurangabad_BR,Road Repair,Concreting and repair of internal village road at Aurangabad_BR Ward 4,889254.21,Contractor_32,2025-12-10,2026-06-05,2026-05-31,0,None
MPLAD-0686BC,Rajasthan,Jaipur,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Jaipur Gram Panchayat 16,272807.51,Contractor_37,2025-05-21,2025-09-03,2025-09-07,0,None
MPLAD-4786DA,Maharashtra,Hingoli,Solar Street Light,Installation of 30 solar street lights in Hingoli Zone 3,70700.74,Contractor_22,2025-11-26,2026-04-01,2026-03-29,0,None
MPLAD-02120E,Rajasthan,Udaipur,Solar Street Light,Fitting 25 solar powered street lamps in Udaipur Sector 21,66389.08,Contractor_32,2025-02-18,2025-06-26,2025-07-05,0,None
MPLAD-3F95A8,Jammu And Kashmir,Baramulla,Road Repair,Repair of internal road in Baramulla Block 7,709414.55,Contractor_2,2025-06-02,2025-11-21,,0,None
MPLAD-4314CB,Uttar Pradesh,Lucknow,Community Hall,Renovation and expansion of community hall in Lucknow Ward 6,1319133.7,Contractor_13,2025-01-06,2025-05-17,,0,None
MPLAD-3BF301,Maharashtra,Thane,Drinking Water Plant,Boring and installation of RO drinking water plant in Thane Sector 20,531614.76,Contractor_5,2025-10-03,2026-02-03,,0,None
MPLAD-DE4EFC,Rajasthan,Jodhpur,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Jodhpur Sector 9,482932.9,Contractor_21,2025-11-10,2026-05-08,2026-04-27,0,None
MPLAD-8B0957,Jammu And Kashmir,Jammu,Community Hall,Building multipurpose cultural community hall in Jammu Gram Panchayat 18,1601213.93,Contractor_21,2025-07-31,2025-11-13,2025-11-05,0,None
MPLAD-5EE863,Tamil Nadu,Chennai,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Chennai Sector 5",283549.83,Contractor_32,2025-05-16,2025-09-28,2025-09-20,0,None
MPLAD-83EC53,West Bengal,Darjeeling,Solar Street Light,Fitting 15 solar powered street lamps in Darjeeling Zone 34,313684.12,Contractor_33,2025-12-10,2026-04-28,2026-04-16,1,Cost Inflation
MPLAD-4DA655,Jammu And Kashmir,Jammu,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Jammu Block 25,526048.8,Contractor_29,2025-06-09,2025-09-26,2025-09-14,0,None
MPLAD-F20921,West Bengal,Kolkata,Road Repair,Concreting and repair of internal village road at Kolkata Zone 7,802692.81,Contractor_10,2025-07-24,2025-11-26,2025-12-02,0,None
MPLAD-04096F,West Bengal,Kolkata,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Kolkata Zone 29,322571.77,Contractor_23,2025-02-26,2025-07-24,2025-07-09,0,None
MPLAD-102C11,Bihar,Muzaffarpur,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Muzaffarpur Zone 22,461832.62,Contractor_4,2025-10-09,2026-03-03,2026-02-28,0,None
MPLAD-1DA3EF,Maharashtra,Aurangabad,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Aurangabad Zone 18,286355.33,Contractor_34,2025-02-20,2025-07-14,2025-07-05,0,None
MPLAD-D29C1E,Bihar,Patna,Road Repair,Asphalt resurfacing and repair of main road in Patna Sector 3,798723.25,Contractor_37,2025-08-10,2026-01-29,2026-01-17,0,None
MPLAD-358A16,Bihar,Muzaffarpur,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Muzaffarpur Gram Panchayat 7,473876.71,Contractor_15,2025-09-30,2026-01-26,,0,None
MPLAD-78DC70,West Bengal,Howrah,Drinking Water Plant,Installation of clean drinking water filtration unit in Howrah Sector 7,499517.17,Contractor_12,2025-03-29,2025-09-16,2025-09-20,0,None
MPLAD-E4FFEF,Jammu And Kashmir,Jammu,Road Repair,Asphalt resurfacing and repair of main road in Jammu Block 5,881556.49,Contractor_11,2025-11-15,2026-03-24,,0,None
MPLAD-FEB1D6,Uttar Pradesh,Lucknow,Community Hall,Construction of community hall in Lucknow Block 5,1432862.13,Contractor_11,2025-08-22,2026-02-13,2026-02-08,0,None
MPLAD-843333,Maharashtra,Hingoli,Solar Street Light,Installation of 30 solar street lights in Hingoli Block 15,76880.1,Contractor_34,2025-08-31,2025-12-30,2025-12-16,0,None
MPLAD-0B9058,Bihar,Patna,Road Repair,Paver block fixing and road repair work in Patna Block 35,733460.95,Contractor_17,2025-03-17,2025-07-23,2025-07-18,0,None
MPLAD-FC0A66,Maharashtra,Mumbai Suburban,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Mumbai Suburban Sector 18,285212.21,Contractor_44,2025-08-23,2025-12-29,2025-12-30,0,None
MPLAD-142A41,Uttar Pradesh,Agra,Road Repair,Concreting and repair of internal village road at Agra Sector 16,845643.11,Contractor_37,2025-01-11,2025-05-09,2025-04-28,0,None
MPLAD-0C0D4F,West Bengal,Darjeeling,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Darjeeling Zone 12,291565.2,Contractor_17,2025-02-15,2025-08-05,2025-07-29,0,None
MPLAD-FF3AF4,Rajasthan,Jodhpur,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Jodhpur Block 8,538799.49,Contractor_28,2025-07-20,2025-11-26,2025-11-29,0,None
MPLAD-C38758,Tamil Nadu,Chennai,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Chennai Ward 34",303999.75,Contractor_19,2025-06-27,2025-09-26,2025-10-02,0,None
MPLAD-F990B0,Tamil Nadu,Trichy,Road Repair,Repair of internal road in Trichy Sector 14,811628.17,Contractor_19,2025-03-25,2025-07-29,2025-07-23,0,None
MPLAD-00C4E9,Tamil Nadu,Chennai,Road Repair,Repair of internal road in Chennai Ward 23,724687.15,Contractor_19,2025-09-08,2026-01-31,2026-01-16,0,None
MPLAD-F932C4,Uttar Pradesh,Lucknow,Road Repair,Asphalt resurfacing and repair of main road in Lucknow Zone 6,833065.2,Contractor_19,2025-10-15,2026-02-16,2026-02-24,0,None
MPLAD-DB0BF9,West Bengal,Darjeeling,Community Hall,Development and construction of public community center in Darjeeling Zone 20,1312854.68,Contractor_12,2025-07-01,2025-11-22,2025-11-10,0,None
MPLAD-4E0026,Uttar Pradesh,Varanasi,Road Repair,Asphalt resurfacing and repair of main road in Varanasi Block 6,787163.25,Contractor_20,2025-06-15,2025-10-15,2025-10-17,0,None
MPLAD-160A38,Assam,Guwahati,Road Repair,Repair of internal road in Guwahati Zone 29,885423.73,Contractor_45,2025-08-25,2026-01-10,2026-01-08,0,None
